code,title,division,level
03 38 19,Bonded Post-Tensioned Concrete,03,3
03 39 00,Concrete Curing,03,2
03 39 13,Water Concrete Curing,03,3
03 39 16,Sand Concrete Curing,03,3
03 39 23,Membrane Concrete Curing,03,3
03 40 00,Precast Concrete,03,2
03 41 00,Precast Structural Concrete,03,2
03 41 13,Precast Concrete Hollow Core Planks,03,3
03 41 16,Precast Concrete Slabs,03,3
03 41 23,Precast Concrete Stairs,03,3
03 41 33,Precast Structural Pretensioned Concrete,03,3
03 41 36,Precast Structural Post-Tensioned Concrete,03,3
03 45 00,Precast Architectural Concrete,03,2
03 45 13,Faced Architectural Precast Concrete,03,3
03 45 33,Precast Architectural Pretensioned Concrete,03,3
03 45 36,Precast Architectural Post-Tensioned Concrete,03,3
03 47 00,Site-Cast Concrete,03,2
03 47 13,Tilt-Up Concrete,03,3
03 47 16,Lift-Slab Concrete,03,3
03 48 00,Precast Concrete Specialties,03,2
03 48 13,Precast Concrete Bollards,03,3
03 48 16,Precast Concrete Splash Blocks,03,3
03 48 19,Precast Concrete Stair Treads,03,3
03 48 43,Precast Concrete Trim,03,3
03 49 00,Glass-Fiber-Reinforced Concrete,03,2
03 49 13,Glass-Fiber-Reinforced Concrete Column Covers,03,3
03 49 16,Glass-Fiber-Reinforced Concrete Spandrels,03,3
03 49 43,Glass-Fiber-Reinforced Concrete Trim,03,3
03 50 00,Cast Decks and Underlayment,03,2
03 51 00,Cast Roof Decks,03,2
03 51 13,Cementitious Wood Fiber Decks,03,3
03 51 16,Gypsum Concrete Roof Decks,03,3
03 52 00,Lightweight Concrete Roof Insulation,03,2
03 52 13,Composite Concrete Roof Insulation,03,3
03 52 16,Lightweight Insulating Concrete,03,3
03 53 00,Concrete Topping,03,2
03 53 13,Emery-Aggregate Concrete Topping,03,3
03 53 16,Iron-Aggregate Concrete Topping,03,3
03 54 00,Cast Underlayment,03,2
03 54 13,Gypsum Cement Underlayment,03,3
03 54 16,Hydraulic Cement Underlayment,03,3
03 60 00,Grouting,03,2
03 61 00,Cementitious Grouting,03,2
03 61 13,Dry-Pack Grouting,03,3
03 62 00,Non-Shrink Grouting,03,2
03 62 13,Non-Metallic Non-Shrink Grouting,03,3
03 62 16,Metallic Non-Shrink Grouting,03,3
03 63 00,Epoxy Grouting,03,2
03 64 00,Injection Grouting,03,2
03 64 23,Epoxy Injection Grouting,03,3
03 70 00,Mass Concrete,03,2
03 71 00,Mass Concrete for Raft Foundations,03,2
03 72 00,Mass Concrete for Dams,03,2
03 80 00,Concrete Cutting and Boring,03,2
03 81 00,Concrete Cutting,03,2
03 81 13,Flat Concrete Sawing,03,3
03 81 16,Track Mounted Concrete Wall Sawing,03,3
03 81 19,Wire Concrete Wall Sawing,03,3
03 81 23,Hand Concrete Wall Sawing,03,3
03 81 26,Chain Concrete Wall Sawing,03,3
03 82 00,Concrete Boring,03,2
03 82 13,Concrete Core Drilling,03,3
03 90 00,Unassigned,03,2
04 00 00,Masonry,04,1
04 01 00,Maintenance of Masonry,04,2
04 05 00,Common Work Results for Masonry,04,2
04 06 00,Schedules for Masonry,04,2
04 08 00,Commissioning of Masonry,04,2
04 10 00,Unassigned,04,2
04 20 00,Unit Masonry,04,2
04 21 00,Clay Unit Masonry,04,2
04 21 13,Brick Masonry,04,3
04 21 16,Ceramic Glazed Clay Masonry,04,3
04 21 19,Clay Tile Masonry,04,3
04 21 23,Structural Clay Tile Masonry,04,3
04 21 26,Glazed Structural Clay Tile Masonry,04,3
04 21 29,Terra Cotta Masonry,04,3
04 22 00,Concrete Unit Masonry,04,2
04 22 19,Insulated Concrete Unit Masonry,04,3
04 22 23,Architectural Concrete Unit Masonry,04,3
04 22 33,Interlocking Concrete Unit Masonry,04,3
04 23 00,Glass Unit Masonry,04,2
04 23 13,Vertical Glass Unit Masonry,04,3
04 23 16,Glass Unit Masonry Floors,04,3
04 23 19,Glass Unit Masonry Skylights,04,3
04 24 00,Adobe Unit Masonry,04,2
04 24 13,Site-Cast Adobe Unit Masonry,04,3
04 24 16,Manufactured Adobe Unit Masonry,04,3
04 25 00,Unit Masonry Panels,04,2
04 25 13,Metal-Supported Unit Masonry Panels,04,3
04 27 00,Multiple-Wythe Unit Masonry,04,2
04 27 13,Composite Unit Masonry,04,3
04 27 23,Cavity Wall Unit Masonry,04,3
04 28 00,Concrete Form Masonry Units,04,2
04 28 13,"Dry-Stacked, Concrete-Filled Masonry Units",04,3
04 28 23,"Mortar-Set, Concrete-Filled Masonry Units",04,3
04 30 00,Unassigned,04,2
04 40 00,Stone Assemblies,04,2
04 41 00,Dry-Placed Stone,04,2
04 42 00,Exterior Stone Cladding,04,2
04 42 13,Masonry-Supported Stone Cladding,04,3
04 42 16,Steel-Stud-Supported Stone Cladding,04,3
04 42 19,Strongback-Frame-Supported Stone Cladding,04,3
04 42 23,Truss-Supported Stone Cladding,04,3
04 42 26,Grid-System-Supported Stone Cladding,04,3
04 42 43,Stone Panels for Curtain Walls,04,3
04 43 00,Stone Masonry,04,2
04 50 00,Refractory Masonry,04,2
04 51 00,Flue Liner Masonry,04,2
04 52 00,Combustion Chamber Masonry,04,2
04 53 00,Castable Refractory Masonry,04,2
04 54 00,Refractory Brick Masonry,04,2
04 57 00,Masonry Fireplaces,04,2
04 60 00,Corrosion-Resistant Masonry,04,2
04 61 00,Chemical-Resistant Brick Masonry,04,2
04 62 00,Vitrified Clay Liner Plate,04,2
04 70 00,Manufactured Masonry,04,2
04 71 00,Manufactured Brick Masonry,04,2
04 71 13,Calcium Silicate Manufactured Brick Masonry,04,3
04 72 00,Cast Stone Masonry,04,2
04 73 00,Manufactured Stone Masonry,04,2
04 73 13,Calcium Silicate Manufactured Stone Masonry,04,3
04 80 00,Unassigned,04,2
04 90 00,Unassigned,04,2
05 00 00,Metals,05,1
05 01 00,Maintenance of Metals,05,2
05 05 00,Common Work Results for Metals,05,2
05 06 00,Schedules for Metals,05,2
05 08 00,Commissioning of Metals,05,2
05 10 00,Structural Metal Framing,05,2
05 12 00,Structural Steel Framing,05,2
05 12 13,Architecturally-Exposed Structural Steel Framing,05,3
05 12 16,Fabricated Fireproofed Steel Columns,05,3
05 12 23,Structural Steel for Buildings,05,3
05 12 33,Structural Steel for Bridges,05,3
05 13 00,Structural Stainless-Steel Framing,05,2
05 14 00,Structural Aluminum Framing,05,2
05 14 13,Architecturally-Exposed Structural Aluminum Framing,05,3
05 15 00,Wire Rope Assemblies,05,2
05 15 13,Aluminum Wire Rope Assemblies,05,3
05 15 16,Steel Wire Rope Assemblies,05,3
05 15 19,Stainless-Steel Wire Rope Assemblies,05,3
05 16 00,Structural Cabling,05,2
05 16 33,Bridge Cabling,05,3
05 20 00,Metal Joists,05,2
05 21 00,Steel Joist Framing,05,2
05 21 13,Deep Longspan Steel Joist Framing,05,3
05 21 16,Longspan Steel Joist Framing,05,3
05 21 19,Open Web Steel Joist Framing,05,3
05 21 23,Steel Joist Girder Framing,05,3
05 25 00,Aluminum Joist Framing,05,2
05 30 00,Metal Decking,05,2
05 31 00,Steel Decking,05,2
05 31 13,Steel Floor Decking,05,3
05 31 23,Steel Roof Decking,05,3
05 31 33,Steel Form Decking,05,3
05 33 00,Aluminum Decking,05,2
05 33 13,Aluminum Floor Decking,05,3
05 33 23,Aluminum Roof Decking,05,3
05 34 00,Acoustical Metal Decking,05,2
05 35 00,Raceway Decking Assemblies,05,2
05 36 00,Composite Metal Decking,05,2
05 36 13,Composite Steel Plate and Elastomer Decking,05,3
05 40 00,Cold-Formed Metal Framing,05,2
05 41 00,Structural Metal Stud Framing,05,2
05 42 00,Cold-Formed Metal Joist Framing,05,2
05 42 13,Cold-Formed Metal Floor Joist Framing,05,3
05 42 23,Cold-Formed Metal Roof Joist Framing,05,3
05 43 00,Slotted Channel Framing,05,2
05 44 00,Cold-Formed Metal Trusses,05,2
05 45 00,Metal Support Assemblies,05,2
05 45 13,Mechanical Metal Supports,05,3
05 45 16,Electrical Metal Supports,05,3
05 45 19,Communications Metal Supports,05,3
05 45 23,Healthcare Metal Supports,05,3
05 50 00,Metal Fabrications,05,2
05 51 00,Metal Stairs,05,2
05 51 13,Metal Pan Stairs,05,3
05 51 16,Metal Floor Plate Stairs,05,3
05 51 19,Metal Grating Stairs,05,3
05 51 23,Metal Fire Escapes,05,3
05 51 33,Metal Ladders,05,3
05 51 36,Catwalks,05,3
05 52 00,Metal Railings,05,2
05 52 13,Pipe and Tube Railings,05,3
05 53 00,Metal Gratings,05,2
05 54 00,Metal Floor Plates,05,2
05 55 00,Metal Stair Treads and Nosings,05,2
05 55 13,Metal Stair Treads,05,3
05 55 16,Metal Stair Nosings,05,3
05 56 00,Metal Castings,05,2
05 58 00,Formed Metal Fabrications,05,2
05 58 13,Column Covers,05,3
05 58 16,Formed Metal Enclosures,05,3
05 58 19,Heating/Cooling Unit Covers,05,3
05 59 00,Metal Specialties,05,2
05 59 63,Detention Enclosures,05,3
05 60 00,Unassigned,05,2
05 70 00,Decorative Metal,05,2
05 71 00,Decorative Metal Stairs,05,2
05 71 13,Fabricated Metal Spiral Stairs,05,3
05 73 00,Decorative Metal Railings,05,2
05 73 13,Glazed Decorative Metal Railings,05,3
05 73 16,Wire Rope Decorative Metal Railings,05,3
05 74 00,Decorative Metal Castings,05,2
05 75 00,Decorative Formed Metal,05,2
05 76 00,Decorative Forged Metal,05,2
05 80 00,Unassigned,05,2
05 90 00,Unassigned,05,2
06 00 00,"Wood, Plastics, and Composites",06,1
06 01 00,"Maintenance of Wood, Plastics, and Composites",06,2
06 05 00,"Common Work Results for Wood, Plastics, and Composites",06,2
06 06 00,"Schedules for Wood, Plastics, and Composites",06,2
06 08 00,"Commissioning of Wood, Plastics, and Composites",06,2
06 10 00,Rough Carpentry,06,2
06 10 53,Miscellaneous Rough Carpentry,06,3
06 10 91,Curved Wood Members,06,3
06 11 00,Wood Framing,06,2
06 11 13,Engineered Wood Products,06,3
06 11 16,Mechanically Graded Lumber,06,3
06 12 00,Structural Panels,06,2
06 12 13,Cementitious Reinforced Panels,06,3
06 12 16,Stressed Skin Panels,06,3
06 13 00,Heavy Timber,06,2
06 13 13,Log Construction,06,3
06 13 16,Pole Construction,06,3
06 13 23,Heavy Timber Construction,06,3
06 13 33,Heavy Timber Pier Construction,06,3
06 14 00,Treated Wood Foundations,06,2
06 15 00,Wood Decking,06,2
06 15 13,Wood Floor Decking,06,3
06 15 16,Wood Roof Decking,06,3
06 15 19,Timber Decking,06,3
06 15 23,Laminated Wood Decking,06,3
06 15 33,Wood Patio Decking,06,3
06 16 00,Sheathing,06,2
06 16 13,Insulating Sheathing,06,3
06 16 23,Subflooring,06,3
06 16 26,Underlayment,06,3
06 16 29,Acoustical Underlayment,06,3
06 16 33,Wood Board Sheathing,06,3
06 16 36,Wood Panel Product Sheathing,06,3
06 16 43,Gypsum Sheathing,06,3
06 16 53,Moisture-Resistant Sheathing Board,06,3
06 16 63,Cementitious Sheathing,06,3
06 17 00,Shop-Fabricated Structural Wood,06,2
06 17 13,Laminated Veneer Lumber,06,3
06 17 23,Parallel Strand Lumber,06,3
06 17 33,Wood I-Joists,06,3
06 17 36,Metal-Web Wood Joists,06,3
06 17 43,Rim Boards,06,3
06 17 53,Shop-Fabricated Wood Trusses,06,3
06 18 00,Glued-Laminated Construction,06,2
06 18 13,Glued-Laminated Beams,06,3
06 18 16,Glued-Laminated Columns,06,3
06 20 00,Finish Carpentry,06,2
06 20 13,Exterior Finish Carpentry,06,3
06 20 23,Interior Finish Carpentry,06,3
06 22 00,Millwork,06,2
06 22 13,Standard Pattern Wood Trim,06,3
06 25 00,Prefinished Paneling,06,2
06 25 13,Prefinished Hardboard Paneling,06,3
06 25 16,Prefinished Plywood Paneling,06,3
06 26 00,Board Paneling,06,2
06 26 13,Profile Board Paneling,06,3
06 30 00,Unassigned,06,2
06 40 00,Architectural Woodwork,06,2
06 40 13,Exterior Architectural Woodwork,06,3
06 40 23,Interior Architectural Woodwork,06,3
06 41 00,Architectural Wood Casework,06,2
06 41 13,Wood-Veneer-Faced Architectural Cabinets,06,3
06 41 16,Plastic-Laminate-Clad Architectural Cabinets,06,3
06 42 00,Wood Paneling,06,2
06 42 13,Solid Lumber Paneling,06,3
06 42 16,Wood-Veneer Paneling,06,3
06 42 19,Plastic-Laminate-Faced Wood Paneling,06,3
06 43 00,Wood Stairs and Railings,06,2
06 43 13,Wood Stairs,06,3
06 43 16,Wood Railings,06,3
06 44 00,Ornamental Woodwork,06,2
06 44 13,Wood Turnings,06,3
06 44 16,Wood Pilasters,06,3
06 44 19,Wood Grilles,06,3
06 44 23,Wood Corbels,06,3
06 44 26,Wood Cupolas,06,3
06 44 29,Wood Finials,06,3
06 44 33,Wood Mantels,06,3
06 44 36,Wood Pediment Heads,06,3
06 44 39,Wood Posts and Columns,06,3
06 46 00,Wood Trim,06,2
06 46 13,Wood Door and Window Casings,06,3
06 46 16,Wood Aprons,06,3
06 46 19,Wood Base and Shoe Moldings,06,3
06 46 23,Wood Chair Rails,06,3
06 46 26,Wood Cornices,06,3
06 46 29,Wood Fascia and Soffits,06,3
06 46 33,"Wood Stops, Stools, and Sills",06,3
06 46 91,Splicing of Wooden Components,06,3
06 48 00,Wood Frames,06,2
06 48 13,Exterior Wood Door Frames,06,3
06 48 16,Interior Wood Door Frames,06,3
06 48 19,Ornamental Wood Frames,06,3
06 48 23,Stick-Built Wood Windows,06,3
06 48 26,Wood-Veneer Frames,06,3
06 49 00,Wood Screens and Exterior Wood Shutters,06,2
06 49 13,Wood Screens,06,3
06 49 16,Exterior Wood Blinds,06,3
06 49 19,Exterior Wood Shutters,06,3
06 50 00,Structural Plastics,06,2
06 51 00,Structural Plastic Shapes and Plates,06,2
06 51 13,Plastic Lumber,06,3
06 52 00,Plastic Structural Assemblies,06,2
06 53 00,Plastic Decking,06,2
06 53 13,Solid Plastic Decking,06,3
06 60 00,Plastic Fabrications,06,2
06 61 00,Simulated Stone Fabrications,06,2
06 61 13,Cultured Marble Fabrications,06,3
06 61 16,Solid Surfacing Fabrications,06,3
06 61 19,Quartz Surfacing Fabrications,06,3
06 63 00,Plastic Railings,06,2
06 64 00,Plastic Paneling,06,2
06 65 00,Plastic Simulated Wood Trim,06,2
06 66 00,Custom Ornamental Simulated Woodwork,06,2
06 70 00,Structural Composites,06,2
06 71 00,Structural Composite Shapes and Plates,06,2
06 71 13,Composite Lumber,06,3
06 72 00,Composite Structural Assemblies,06,2
06 72 13,Composite Joist Assemblies,06,3
06 73 00,Composite Decking,06,2
06 73 13,Composite Structural Decking,06,3
06 80 00,Composite Fabrications,06,2
06 81 00,Composite Railings,06,2
06 82 00,Glass-Fiber-Reinforced Plastic,06,2
06 90 00,Unassigned,06,2
07 00 00,Thermal and Moisture Protection,07,1
07 01 00,Operation and Maintenance of Thermal and Moisture Protection,07,2
07 05 00,Common Work Results for Thermal and Moisture Protection,07,2
07 06 00,Schedules for Thermal and Moisture Protection,07,2
07 08 00,Commissioning of Thermal and Moisture Protection,07,2
07 10 00,Dampproofing and Waterproofing,07,2
07 11 00,Dampproofing,07,2
07 11 13,Bituminous Dampproofing,07,3
07 11 16,Cementitious Dampproofing,07,3
07 11 19,Sheet Dampproofing,07,3
07 12 00,Built-Up Bituminous Waterproofing,07,2
07 12 13,Built-Up Asphalt Waterproofing,07,3
07 12 16,Built-Up Coal Tar Waterproofing,07,3
07 13 00,Sheet Waterproofing,07,2
07 13 13,Bituminous Sheet Waterproofing,07,3
07 13 26,Self-Adhering Sheet Waterproofing,07,3
07 13 52,Modified Bituminous Sheet Waterproofing,07,3
07 13 53,Elastomeric Sheet Waterproofing,07,3
07 13 54,Thermoplastic Sheet Waterproofing,07,3
07 14 00,Fluid-Applied Waterproofing,07,2
07 14 13,Hot Fluid-Applied Rubberized Asphalt Waterproofing,07,3
07 14 16,Cold Fluid-Applied Waterproofing,07,3
07 15 00,Sheet Metal Waterproofing,07,2
07 16 00,Cementitious and Reactive Waterproofing,07,2
07 16 13,Polymer Modified Cement Waterproofing,07,3
07 16 16,Crystalline Waterproofing,07,3
07 16 19,Metal Oxide Waterproofing,07,3
07 17 00,Bentonite Waterproofing,07,2
07 17 13,Bentonite Panel Waterproofing,07,3
07 17 16,Bentonite Composite Sheet Waterproofing,07,3
07 18 00,Traffic Coatings,07,2
07 18 13,Pedestrian Traffic Coatings,07,3
07 18 16,Vehicular Traffic Coatings,07,3
07 19 00,Water Repellents,07,2
07 19 13,Acrylic Water Repellents,07,3
07 19 16,Silane Water Repellents,07,3
07 19 19,Silicone Water Repellents,07,3
07 19 23,Siloxane Water Repellents,07,3
07 19 26,Stearate Water Repellents,07,3
07 20 00,Thermal Protection,07,2
07 21 00,Thermal Insulation,07,2
07 21 13,Board Insulation,07,3
07 21 16,Blanket Insulation,07,3
07 21 19,Foamed-in-Place Insulation,07,3
07 21 23,Loose-Fill Insulation,07,3
07 21 26,Blown Insulation,07,3
07 21 29,Sprayed Insulation,07,3
07 22 00,Roof and Deck Insulation,07,2
07 22 13,Asphaltic Perlite Concrete Deck,07,3
07 22 16,Roof Board Insulation,07,3
07 24 00,Exterior Insulation and Finish Systems,07,2
07 24 13,Polymer-Based Exterior Insulation and Finish System,07,3
07 24 16,Polymer-Modified Exterior Insulation and Finish System,07,3
07 24 19,Water-Drainage Exterior Insulation and Finish System,07,3
07 25 00,Weather Barriers,07,2
07 26 00,Vapor Retarders,07,2
07 26 13,Above-Grade Vapor Retarders,07,3
07 26 16,Below-Grade Vapor Retarders,07,3
07 26 23,Below-Grade Gas Retarders,07,3
07 27 00,Air Barriers,07,2
07 27 13,Modified Bituminous Sheet Air Barriers,07,3
07 27 16,Sheet Metal Membrane Air Barriers,07,3
07 27 19,Plastic Sheet Air Barriers,07,3
07 27 23,Board Product Air Barriers,07,3
07 27 26,Fluid-Applied Membrane Air Barriers,07,3
07 30 00,Steep Slope Roofing,07,2
07 30 91,Canvas Roofing,07,3
07 31 00,Shingles and Shakes,07,2
07 31 13,Asphalt Shingles,07,3
07 31 16,Metal Shingles,07,3
07 31 19,Mineral-Fiber Cement Shingles,07,3
07 31 23,Porcelain Enamel Shingles,07,3
07 31 26,Slate Shingles,07,3
07 31 29,Wood Shingles and Shakes,07,3
07 31 33,Composite Rubber Shingles,07,3
07 31 53,Plastic Shakes,07,3
07 32 00,Roof Tiles,07,2
07 32 13,Clay Roof Tiles,07,3
07 32 16,Concrete Roof Tiles,07,3
07 32 19,Metal Roof Tiles,07,3
07 32 23,Mineral-Fiber Cement Roof Tiles,07,3
07 32 26,Plastic Roof Tiles,07,3
07 32 29,Rubber Tiles/Panels,07,3
07 33 00,Natural Roof Coverings,07,2
07 33 13,Sod Roofing,07,3
07 33 16,Thatched Roofing,07,3
07 33 63,Vegetated Roofing,07,3
07 40 00,Roofing and Siding Panels,07,2
07 41 00,Roof Panels,07,2
07 41 13,Metal Roof Panels,07,3
07 41 23,Wood Roof Panels,07,3
07 41 33,Plastic Roof Panels,07,3
07 41 43,Composite Roof Panels,07,3
07 41 63,Fabricated Roof Panel Assemblies,07,3
07 42 00,Wall Panels,07,2
07 42 13,Metal Wall Panels,07,3
07 42 23,Wood Wall Panels,07,3
07 42 33,Plastic Wall Panels,07,3
07 42 43,Composite Wall Panels,07,3
07 42 63,Fabricated Wall Panel Assemblies,07,3
07 44 00,Faced Panels,07,2
07 44 13,Aggregate Coated Panels,07,3
07 44 16,Porcelain Enameled Faced Panels,07,3
07 44 19,Tile-Faced Panels,07,3
07 44 23,Ceramic-Tile-Faced Panels,07,3
07 44 53,Glass-Fiber-Reinforced Cementitious Panels,07,3
07 44 56,Mineral-Fiber-Reinforced Cementitious Panels,07,3
07 44 63,Fabricated Faced Panel Assemblies,07,3
07 46 00,Siding,07,2
07 46 16,Aluminum Siding,07,3
07 46 19,Steel Siding,07,3
07 46 23,Wood Siding,07,3
07 46 26,Hardboard Siding,07,3
07 46 29,Plywood Siding,07,3
07 46 33,Plastic Siding,07,3
07 46 43,Composition Siding,07,3
07 46 46,Mineral-Fiber Cement Siding,07,3
07 46 63,Fabricated Panel Assemblies with Siding,07,3
07 50 00,Membrane Roofing,07,2
07 51 00,Built-Up Bituminous Roofing,07,2
07 51 13,Built-Up Asphalt Roofing,07,3
07 51 16,Built-Up Coal Tar Roofing,07,3
07 51 23,Glass-Fiber-Reinforced Asphalt Emulsion Roofing,07,3
07 52 00,Modified Bituminous Membrane Roofing,07,2
07 52 13,Atactic-Polypropylene-Modified Bituminous Membrane Roofing,07,3
07 52 16,Styrene-Butadiene-Styrene Modified Bituminous Membrane Roofing,07,3
07 52 19,Self-Adhering Modified Bituminous Membrane Roofing,07,3
07 53 00,Elastomeric Membrane Roofing,07,2
07 53 13,Chlorinated-Polyethylene Roofing,07,3
07 53 16,Chlorosulfonate-Polyethylene Roofing,07,3
07 53 23,Ethylene-Propylene-Diene-Monomer Roofing,07,3
07 53 29,Polyisobutylene Roofing,07,3
07 54 00,Thermoplastic Membrane Roofing,07,2
07 54 13,Copolymer-Alloy Roofing,07,3
07 54 16,Ethylene-Interpolymer Roofing,07,3
07 54 19,Polyvinyl-Chloride Roofing,07,3
07 54 23,Thermoplastic-Polyolefin Roofing,07,3
07 54 26,Nitrile-Butadiene-Polymer Roofing,07,3
07 55 00,Protected Membrane Roofing,07,2
07 55 51,Built-Up Bituminous Protected Membrane Roofing,07,3
07 55 52,Modified Bituminous Protected Membrane Roofing,07,3
07 55 53,Elastomeric Protected Membrane Roofing,07,3
07 55 54,Thermoplastic Protected Membrane Roofing,07,3
07 55 56,Fluid-Applied Protected Membrane Roofing,07,3
07 55 63,Vegetated Protected Membrane Roofing,07,3
07 56 00,Fluid-Applied Roofing,07,2
07 57 00,Coated Foamed Roofing,07,2
07 57 13,Sprayed Polyurethane Foam Roofing,07,3
07 58 00,Roll Roofing,07,2
07 60 00,Flashing and Sheet Metal,07,2
07 61 00,Sheet Metal Roofing,07,2
07 61 13,Standing Seam Sheet Metal Roofing,07,3
07 61 16,Batten Seam Sheet Metal Roofing,07,3
07 61 19,Flat Seam Sheet Metal Roofing,07,3
07 61 91,Tinplate and Ternplate Roofing,07,3
07 62 00,Sheet Metal Flashing and Trim,07,2
07 63 00,Sheet Metal Roofing Specialties,07,2
07 65 00,Flexible Flashing,07,2
07 65 13,Laminated Sheet Flashing,07,3
07 65 16,Modified Bituminous Sheet Flashing,07,3
07 65 19,Plastic Sheet Flashing,07,3
07 65 23,Rubber Sheet Flashing,07,3
07 65 26,Self-Adhering Sheet Flashing,07,3
07 70 00,Roof and Wall Specialties and Accessories,07,2
07 71 00,Roof Specialties,07,2
07 71 13,Manufactured Copings,07,3
07 71 16,Manufactured Counterflashing Systems,07,3
07 71 19,Manufactured Gravel Stops and Facias,07,3
07 71 23,Manufactured Gutters and Downspouts,07,3
07 71 26,Reglets,07,3
07 71 29,Manufactured Roof Expansion Joints,07,3
07 71 33,Manufactured Scuppers,07,3
07 72 00,Roof Accessories,07,2
07 72 13,Manufactured Curbs,07,3
07 72 23,Relief Vents,07,3
07 72 26,Ridge Vents,07,3
07 72 33,Roof Hatches,07,3
07 72 36,Smoke Vents,07,3
07 72 43,Roof Walk Boards,07,3
07 72 46,Roof Walkways,07,3
07 72 53,Snow Guards,07,3
07 72 63,Waste Containment Assemblies,07,3
07 76 00,Roof Pavers,07,2
07 76 13,Roof Ballast Pavers,07,3
07 76 16,Roof Decking Pavers,07,3
07 77 00,Wall Specialties,07,2
07 80 00,Fire and Smoke Protection,07,2
07 81 00,Applied Fireproofing,07,2
07 81 13,Cement Aggregate Fireproofing,07,3
07 81 16,Cementitious Fireproofing,07,3
07 81 19,Foamed Magnesium-Oxychloride Fireproofing,07,3
07 81 23,Intumescent Mastic Fireproofing,07,3
07 81 26,Magnesium Cement Fireproofing,07,3
07 81 29,Mineral-Fiber Cementitious Fireproofing,07,3
07 81 33,Mineral-Fiber Fireproofing,07,3
07 82 00,Board Fireproofing,07,2
07 82 13,Calcium-Silicate Board Fireproofing,07,3
07 82 16,Slag-Fiber Board Fireproofing,07,3
07 84 00,Firestopping,07,2
07 84 13,Penetration Firestopping,07,3
07 84 16,Annular Space Protection,07,3
07 84 23,Silicone Firestopping Foams,07,3
07 84 26,Thermal Barriers for Plastics,07,3
07 84 43,Fire-Resistant Joint Sealants,07,3
07 84 53,Building Perimeter Firestopping,07,3
07 84 56,Fire Safing,07,3
07 86 00,Smoke Seals,07,2
07 87 00,Smoke Containment Barriers,07,2
07 90 00,Joint Protection,07,2
07 91 00,Preformed Joint Seals,07,2
07 91 13,Compression Seals,07,3
07 91 16,Joint Gaskets,07,3
07 91 23,Backer Rods,07,3
07 91 26,Joint Fillers,07,3
07 92 00,Joint Sealants,07,2
07 92 13,Elastomeric Joint Sealants,07,3
07 92 16,Rigid Joint Sealants,07,3
07 92 19,Acoustical Joint Sealants,07,3
07 95 00,Expansion Control,07,2
07 95 13,Expansion Joint Cover Assemblies,07,3
07 95 53,Joint Slide Bearings,07,3
07 95 63,Bridge Expansion Joint Cover Assemblies,07,3
08 00 00,Openings,08,1
08 01 00,Operation and Maintenance of Openings,08,2
08 05 00,Common Work Results for Openings,08,2
08 06 00,Schedules for Openings,08,2
08 08 00,Commissioning of Openings,08,2
08 10 00,Doors and Frames,08,2
08 11 00,Metal Doors and Frames,08,2
08 11 13,Hollow Metal Doors and Frames,08,3
08 11 16,Aluminum Doors and Frames,08,3
08 11 19,Stainless-Steel Doors and Frames,08,3
08 11 23,Bronze Doors and Frames,08,3
08 11 63,Metal Screen and Storm Doors and Frames,08,3
08 11 66,Metal Screen Doors and Frames,08,3
08 11 69,Metal Storm Doors and Frames,08,3
08 11 73,Sliding Metal Firedoors,08,3
08 11 74,Sliding Metal Grilles,08,3
08 12 00,Metal Frames,08,2
08 12 13,Hollow Metal Frames,08,3
08 12 16,Aluminum Frames,08,3
08 12 19,Stainless-Steel Frames,08,3
08 12 23,Bronze Frames,08,3
08 13 00,Metal Doors,08,2
08 13 13,Hollow Metal Doors,08,3
08 13 16,Aluminum Doors,08,3
08 13 19,Stainless-Steel Doors,08,3
08 13 23,Bronze Doors,08,3
08 13 73,Sliding Metal Doors,08,3
08 13 76,Bifolding Metal Doors,08,3
08 14 00,Wood Doors,08,2
08 14 13,Carved Wood Doors,08,3
08 14 16,Flush Wood Doors,08,3
08 14 23,Clad Wood Doors,08,3
08 14 29,Prefinished Wood Doors,08,3
08 14 33,Stile and Rail Wood Doors,08,3
08 14 66,Wood Screen Doors,08,3
08 14 69,Wood Storm Doors,08,3
08 14 73,Sliding Wood Doors,08,3
08 14 76,Bifolding Wood Doors,08,3
08 15 00,Plastic Doors,08,2
08 15 13,Laminated Plastic Doors,08,3
08 15 16,Solid Plastic Doors,08,3
08 15 66,Plastic Screen Doors,08,3
08 15 69,Plastic Storm Doors,08,3
08 15 73,Sliding Plastic Doors,08,3
08 15 76,Bifolding Plastic Doors,08,3
08 16 00,Composite Doors,08,2
08 16 13,Fiberglass Doors,08,3
08 16 73,Sliding Composite Doors,08,3
08 16 76,Bifolding Composite Doors,08,3
08 17 00,Integrated Door Opening Assemblies,08,2
08 17 13,Integrated Metal Door Opening Assemblies,08,3
08 17 23,Integrated Wood Door Opening Assemblies,08,3
08 17 33,Integrated Plastic Door Opening Assemblies,08,3
08 17 43,Integrated Composite Door Opening Assemblies,08,3
08 20 00,Unassigned,08,2
08 30 00,Specialty Doors and Frames,08,2
08 31 00,Access Doors and Panels,08,2
08 31 13,Access Doors and Frames,08,3
08 31 16,Access Panels and Frames,08,3
08 32 00,Sliding Glass Doors,08,2
08 32 13,Sliding Aluminum-Framed Glass Doors,08,3
08 32 16,Sliding Plastic-Framed Glass Doors,08,3
